review,sentiment
"Spanish films are into a, if not Golden, definitely a Silver Age. Piédras is another example of a movie that takes people and their conflicts seriously. Although the feelings are strong or nearly at life or death-level, they still aren't really melodramatic. This could happen.<br /><br />There are different stories here, which become connected. One is about the retarded girl, who doesn't dare to pass the street to the next block. One is about the middle-aged woman who finds the lover of her life in a foot fetischist. Another is about the girl with drug problems who's lover leaves her. Still another one is about the madame of a brothel who (almost) finds true love.<br /><br />Definitely worth seeing. It's in Spain the moviemakers take women seriously.",positive
"A classy film pulled in 2 directions. To its advantage it is directed by Wes Craven. On the downside the TV film budget shows what could have been so much more with a larger budget. It moves along as Susan Lucci draws Robert Urichfamily into her clutches and trying to persuade him into the secret of her health club. His latest invention, a spacesuit which can analyse people or things becomes unexpectedly useful in his new neighbourhood. Anyone seeing this should pay attention to Susan Lucci. Her looks and performance had an unexpected repercussions a few years later. The actor, scientist and parapsychologist Stephen Armourae is a fan of this film and wrote a review of this film. Lucci became subject of a portrait by him followed as the basis for works of a sitter called Catherine. Lucci and Barbara Steele's portrait in 'Black Sunday' were used as references for the Catherine portraits which were immediately withdrawn by Armourae. Probably due to a personal nature between the artist and Catherine. So by seeing both films we can get an insight into another story and the appearance of unknown woman that would make an interesting film.",positive
"I usually enjoy watching Laurel and Hardy, but this is obviously one of the films they made while they were on their way to becoming a successful comedy team.<br /><br />The plot is all too simple, and is mainly based on one joke; how strange kilts and Scotsmen are. And that's all. Okay, there are some other jokes, but I didn't find them very funny at all; they are outdated and (I guess) were not very entertaining when the movie was first released.<br /><br />Still, the movie has got two of the most charming faces in history, and they make the best out of the awkward story (which I expect was filmed without a proper script) and the scenery is nice to look at. <br /><br />In my opinion, watching this is only worthwhile for Laurel and Hardy fans, other people should stay away from it.",negative
"I'm afraid that you'll find that the huge majority of people who rate this movie as a 10 are highly Christian. I am not. If you are looking for a Christian movie, I recommend this film. If you are looking for a good general movie, I'm afraid you'll need to go elsewhere.<br /><br />I was annoyed by the characters, and their illogical behaviour. The premise of the movie is that the teaching of morality without teaching that it was Jesus who is the basis of morality is itself wrong. One scene shows the main character telling a boy that it is wrong to steal, and then the character goes on to say that it was Jesus who taught us this. I find that offensive: are we to believe that ""thou shalt not steal"" came from Jesus? I suppose he wrote the Ten Commandments? And stealing was acceptable before that? I rented the movie from Netflix. I should have realized the nature of the movie from the comments. Oh well.",negative
"First, they ruin it with the uniquely bad animation quality, then, they get voices that sound nothing like the original. They make sooo many movie mistakes. When Sasha is singing in Count Me Out, the drummer disappears and then reappears, Itchy's shirt keeps changing color, his hat keeps changing position, one of the bridge is white, everyone in the background appears fat, halos keep changing colors and appearing and disappearing. Even heaven appears different. I don't give a damn if this is a low budget film, they shouldn't cut corners on animation. They completely ruined the first ADGTH. The only good thing about this movie was the soundtrack.",negative
"I accidently felt on this movie on TV, and I wasn't able to leave it.... It's really an excellent movie which makes people learning about american's history with the Vietnam war, the flower power's time, the racism's fight.... It illustrates the conflict of generation, of political opinion, of race which took place in the 60's....I'm born in 1980 so I didn't know all that stuff before...In france, USA's history is not a priority and that movie really learned me a lot of facts ! By the way, I think all the actors are great; especially Jordana Brewster, Josh Hamilton and Jerry O'Connell. Now I can see this film more then 1 time each day !! It's really great.... what a shame it only appeared on TV not in cinemas...<br /><br />",positive
"I first saw this in the movie theater when it came out, and the crowd was really into the movie which made the experience all the more fun. This is a great cast of characters, many big names in it, a few of which were not as recognized then as they are now. I think it's a great idea if you follow any of these actors, or have loved them in other movies, to add it to your watched list. Some of the scenes actually remind me of the type of well-done comedy as in The Birdcage or even The Clue, kind of odd spontaneous-appearing comedy, with some really professional delivery from these beloved actors. The movie did a great job at giving you some insight, perhaps even very realistic, into the culture of a daytime soap.",positive
"Sure, this one isn't really a blockbuster, nor does it target such a position. ""Dieter"" is the first name of a quite popular German musician, who is either loved or hated for his kind of acting and thats exactly what this movie is about. It is based on the autobiography ""Dieter Bohlen"" wrote a few years ago but isn't meant to be accurate on that. The movie is filled with some sexual offensive content (at least for American standard) which is either amusing (not for the other ""actors"" of course) or dumb - it depends on your individual kind of humor or on you being a ""Bohlen""-Fan or not. Technically speaking there isn't much to criticize. Speaking of me I find this movie to be an OK-movie.",negative
"'Helen of Troy' follows the story of Helen and the outbreak of the Trojan War. This is more of a love story between Helen and Paris, who is shipwrecked and falls in love with Helen without knowing she is queen. The film portrays the couple as lovesick and wanting nothing more than to be together. (Other films and books have different portrayals of the characters, but in this one, they are simply hopelessly in love.) The film is pretty slow-moving in some places, but the battles and the detail to the scenery are done pretty well. There are also some good performances. I thought that the slave girl did a particularly good job, and she was one of the most well-liked characters.<br /><br />Overall, this is a good adaption if you can look beyond the slow-moving story in places and look beyond some of the cheesy romance and dialogue. In my opinion, a perfect Iliad film version has not yet been created, but this one is entertaining and does have some good bits.",negative
"American film makers decided to make a film they think is Japanese. The characters all badly represented, the actors are not even Japanese and the set is cheap, unreal and definitely doesn't represent Kyoto in Early 20ties and 30ties. Who ever read the book understand that the script writers didn't add any extra value to differentiate the movie from the script. Worse, they even changed the original plot line with a few goofs. Rob Marshall is using for his two main characters two well known Chinese actors who joined before in crouching tiger hidden dragon. Marshall probably saw one Chinese movie and tho they represent Japanese culture. Seeing those two actors together again even makes the movies more ridiculous. Quentine Tarantino's last scene in Kill Bill #1 is ten times more Japanese made than that of this movie.",negative
"What an awful movie! The Idea of robots fighting each other is cool, but the storyline is ridiculous, real human action laughable, acting non-existent and special effects (on which, this type of movie must depend) are archaic. I thought it must have been made around '80-'84 and was amazed to see it was from 1990. That's 5 years after Aliens! OK, lots of people said it was good considering the low budget, but I just think 'what's the point?'. it looks totally unbelievable. I wouldn't mind seeing a remake with modern special effects and a completely re-written story because I still like the idea of huge robots beating crap out of each other.",negative
"Crackerjack is a simple but feelgood movie where the good guys are very good and the bad guys are very bad and the central character is tempted by both sides.<br /><br />The combination of the central character being played by Mick Malloy and the central setting being the local lawn bowls clubs drew an unusually broad crowd ranging from large numbers of teenagers to large numbers of senior citizens - and all laughed at the comedy.<br /><br />As would be expected of a movie with Mick Malloy and Judith Lucy there was quite a bit of swearing, but it was not overdone and the audience I sat with certainly enjoyed it!<br /><br />Mick Malloy did a good job as the lazy bloke who joined the bowls club (three times) simply to get parking spaces (one for himself and two for leasing to others at a premium) but who has everything fall down on him when he is required to play or lose his membership.<br /><br />Judith Lucy does a fine job as his local journalist/love-interest and there are fabulous performances from Bill Hunter, Frank Wilson, Monica Maughan, Lois Ramsey and many others.<br /><br />John Clarke's dour role as the bad guy is not one of his funniest but he gives a solid performance.<br /><br />The not so subtle swipes at pokies provide a bit of a serious note to this otherwise light comedy.<br /><br />I'm sure that those who enjoyed The Castle and The Dish would also enjoy this movie.",positive
"James Joyce, arguably, could write some of the best sentences in the English language, and his short story, ""The Dead,"" which ends his collection The Dubliners, containsin its finaleperhaps the most perfect paragraph in the English language. It's fitting that John Huston, who held back in attempting to film this story, ended his career with it. As with The Red Badge of Courage and The Man Who Would Be King, Huston revered the literary source but made the adaptation cinematic. And with ""The Dead"" (which was completed after Huston's death by his son, Tony Huston) we get something nearly perfect in the marriage of literature and cinema.<br /><br />Valuing all that cinema can do, as one of the commentators points out ""this isn't The African Queen"" (nor does it need to be), this is the kind of movie that is uncompromising for an audience. All of us slogged through Portrait of an Artist in school, and one needs to bring the maturity of appreciating how words and images in and of themselves can touch us. As with silent films, Huston seeks something pure here, and he works with the confidence of his many years and leaves the world a masterpiece that equals Joyce's original.<br /><br />Many veterans of the Irish theater world are recruited to bring the story of a man filled with self-importance (and mock self-doubt) that's reinforced by the hosts of an annual party on the eve of the Feast of the Epiphany. What's in store for Gabriel Conroy is an evening of celebration, song, dance, poetry where he's asked to give the annual toast to the two sisters and their niece who host the party. He's distracted by the task wanting to rise to the occasion, and this distraction leaves him vulnerable for an earth-shattering experience, handed to him by his wife. While his ego is shaken when he hears a story from his wife's past, it's also a gift where all that seems to have mattered throughout the evening is swept away by the realization of impending mortality for all who are living.<br /><br />And rather than trying to make the last famous paragraph of the story ""cinematic,"" Huston brings in a voice over and we hear those incredible words recited as we watch ""the snow falling faintly through the universe and faintly falling."" It's the perfect solution to a filmmaker's adaptation.<br /><br />The cast is all we would hope. Since this is basically a testament to the power of the written word and how it brings us together through common experience each performer seems elevated by their role. Anjelica Huston as Gretta Conroy has a wide range to play, and her account of a young boy who once loved her sears not only Gabriel Conroy, but the audience as well.<br /><br />When I think of Anjelica Huston, it's the transformation she makes in this film; and when I think of her father, it's this film I remember first.",positive
"Although this film has had a lot of praise, I personally found it boring. There are some nice Brasilian sunsets and the characters are believable, but the story of how they interrelate, even if very unusual by our standards, is not interesting enough to sustain a movie this long. The central woman takes up with one man after another in a close knit way and putting the interests of her children first. As the tolerance of the various men is stretched, we see their characters develop. The story unfolds with dignity and aided by excellent acting. It is a rare glimpse into the Brasilian hinterland, far from the city, but hardly exciting enough to keep one's eyes open for.",negative
"Great story, great music. A heartwarming love story that's beautiful to watch and delightful to listen to. Too bad there is no soundtrack CD.",positive
"This is just one of the hundred million movies where the directors try to shove too much drama into a movie that's not dramatic at all. Like in the beginning, the part where the monk dude shoved the arrow into his own hand, then shot that same arrow into the gargoyle five minutes later--no sense whatsoever.<br /><br />The only thing worse than the plot line is the CGI, which would be greatly rivaled by a homemade flash movie. The actors look like they're doing their hardest to portray a bunch of 70's robots; the dialogue makes so little sense it's not funny.<br /><br />Many things just HAPPEN with no explanation as to how or why, such as a lady suddenly wandering around a zoo that had shut down hours ago. And when she sees this THING flying towards her, her first reaction is to take a picture, rather than what she does a full ten minutes later---power-walking (not even running) like her life depended on it--which, obviously, it doesn't.<br /><br />Overall, not recommended. Makes me wish they still did new episodes of MST3K.",negative
"I first saw BLOOD OF THE SAMURAI at its premiere during the Hawaii International Film Festival. WOW! Blood just blew us away with its sheer verve, gore, vitality, gore, excitement, gore, utter campiness, and even more gore, and all in SUCH GREAT FUN! Especially for those of you who enjoy all those Japanese chambara samurai and ninja films, YOU DEFINITELY HAVE TO SEE BLOOD!",positive
"A fascinating relic of the turbulent cultural/political aura of the late 60s (taking in the class struggle as well) which, ironically, in view of its outdated and occasionally embarrassing conservative views, makes full use of the permissiveness that prevailed for a while in mainstream cinema and which came about as a direct result of the liberal attitude it purports to criticize! Norman Wexler's incisive Oscar-nominated script is superbly enacted by Peter Boyle (in a powerhouse performance) who manages to make his garrulous, down-to-earth yet hypocritical and opportunistic character (with a barely-disguised fascist streak which comes to the fore in the remarkable violent conclusion) likable, even admirable; indeed, he comes across uncannily like a flabbier version of the young Marlon Brando! Similar to other generation gap movies of its era like TAKING OFF (1971) and HARDCORE (1978) but also nihilistic vigilante films like DEATH WISH (1974) and TAXI DRIVER (1976) - interestingly enough, two of these also feature Boyle - JOE ultimately emerges as an engrossing and powerful drama which could have been a masterpiece if it had had a more experienced director at the helm...",positive
"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs <br /><br />Stuck-up career bitch Kate (Franka Potente) heads to the London underground to catch a train to take her to meet George Clooney. However, after a hectic working day, she dozes off and awakens to find herself alone in a deserted platform. As she races off on a situation taking her from one daunting encounter to the next, however, she learns of something far more malign and evil waiting for her out there.<br /><br />In a lot of ways, the British Film Industry is really becoming one on it's own, especially in the horror thriller department, with films such as Creep and the successful 28 Days Later (which this has strong echoes of in parts.) In terms of succeeding in what it set out to do, Creep does cleverly create (especially at the beginning) a scary sense of isolation and tense fear. At it's clever running time, it also (though inadvertently, I suspect) manages to pay homage to some of those pioneer high-concept horror films from the 70s that rely on shocks and fear through-out without really focusing too much on character development and such.<br /><br />Of it's weaknesses, some scenes are a little predictable, but these don't really succeed in making it less scary or effective in any way. I'm not sure if the ending was meant to make it come off as some sort of morality play and it's not exactly perfect, but it's certainly very effective and serves it's basic function very well. ***",positive
"This film for me and my wife is more entertaining than all the bloc-buster violent thriller/mystery/murder movies that abound. It is about real people making the best of their lives. They just happen to be Indian and the main characters are in law enforcement. The realistic acting and the great scenery more than make up for the slightly implausible plot. The sound track is by BC Smith, who also did the soundtrack for Coyote Waits, and is great. Adam Beach plays a tribal policeman who is a little bit accident prone and Wes Studi is the stoic consummately professional detective. There are many other fine either supporting or cameo roles by Graham Greene, Tantoo Cardinal, etc. We have also seen Coyote Waits, another adaptation of a Hillerman novel, and we greatly enjoyed it too.",positive
"I got this movie in a bargain bin, hoping for an amusingly bad flick. Boy was I disappointed. (except for avon.) You see, the movie is indeed horrible, but so horrible, it isn't even laughable. The plot, oh wait, there is no plot. I suppose you could say it's about the main character rising up in the ranks of street fighting. At the end of the movie, the directors decided to either not make any more sense, or, more likely, died and had a monkey finish directing the movie. DON'T READ IF YOU DON'T WANT THE ENDING SPOILED! although the ending doesn't really spoil anything. The main character somehow ends up in a room filled with mirrors, a la Enter The Dragon, and then gets real angry, has stupid flashback, and hits a mirror. The end. Wheeee.<br /><br />The only redeeming factor of this movie was Avon's scene. He's talking to the rival street fighting boss and says something along these lines, completely deadpan: ""Do not worry about him anymore sir. I have killed him in a sophisticated manner. I wined him, I dined hm, we went to a disco. We was havin a lot of fun. And then I killed him."" at which point the boss says ""good work avon. You're number 1."" And avon says ""Number 1! Alllriiiiight! Alriiight!"" The scene continues with avon continuing to say ""alllrriiiight!"" over and over. The next scene is of a dead Avon floating in a pool. Intelligent? I think not.<br /><br />Lastly, I own the ""Homeboy"" version of this movie, meaning the title on the box I own is ""Homeboy."" It shows a huge guy holding a giant gun and screaming. This never happens in the movie. This man is never in the movie. High quality.<br /><br />Note--I am new to this reviewing, but hell yes I am going to keep it up.",negative
"Stanley Kubrick, a director who I hold in the highest of esteems for his masterpieces (Clockwork Orange, 2001, The Killing, the Shining, Dr. Strangelove, etc) took the film out of circulation, leaving it to be found by only the hardcore fans and completists. After seeing the film for myself, I could see why. At the age of 24, Kubrick had already honed his craft of still photography for LOOK magazine, and had done a few short documentaries. Like many first-time filmmakers that came in the decades after him, his ambition for Fear and Desire was, in short, to just go and make a film, cheaply, more than likely to see if he could do it. On that level, he was successful. However, the film itself definitely is not.<br /><br />I can't really say that the film is a failure because there was something I did like about it throughout. Even as the film's story went on the wayside, and the actors (whom Kubrick didn't have any idea how to direct, not being a man of the theater), his knack for producing and capturing some great images gets its seeds in this film. At times, there are some shots of close-ups and quick-shots in suspense/action scenes that are eye-catching. Unfortunately, this is all the good I can really say of the film. Although there are a couple of 'name' actors in the film (Frank Slivera, who also appeared in Killer's Kiss, and Paul Mazursky, a director in his own right), the performances overall are dull and very routine.<br /><br />In fact, that is the film's main demise for me; whenever I watch any Kubrick film, even his early film noirs Killer's Kiss and the Killing, I can tell who made it, as his style by then became distinct, which would continue as he evolved as an artist. It wasn't 'artsy' like I might have pictured (which is usually the case with first-time directors like Scorsese and Spielberg), but watching this film not only did it feel like it wasn't Kubrick, it felt like a lot of the time I was watching some B (or even C) grade movie by a director that time forgot- not quite 'Ed Wood' bad, but close. The music is as standard as can be, the fades are pedestrian, and the plot seems to not really hold that much attention.<br /><br />In short, as others have said and which I can agree, this is a ""doodle pad"" of a future ground-breaker, who shows some shots and a few edits that grab some attention (the best scene overall being when the soldiers take the dumb girl hostage), but not enough to really recommend except to those, like myself, who end up seeing everything by Kubrick (or, perhaps, have to see every ultra-low budget war film ever made), if only out of curiosity.",negative
"I thought that this movies was a letdown I expected it to be so much better than it was. I am so glad I didn't pay to see this movie and that I didn't sit in a movie theater for this one. Where to begin on this movie, the acting in this movie was average, the humor was terrible and just the overall storyline of this movie wasn't special. I thought that this movie was suppose to be great, but it wasn't more than a cheesy waste of time. I think that the acting in this movie was terrible no of the actors in this movie had chemistry, it just wasn't there. I think that if maybe we had a different actor play Kirk than Jay Baruchel it might have been better but the entire time I watched this movie he looked high and I didn't get the feeling that he wasn't acting in this movie. Now, Alice Eve did a great job as an actress but, there was no chemistry between her and Jay. All the actors in this movie were no names and had very little affect in this movie. The humor in this movie was not funny at all, there were a few one liners in this movie that were OK but nothing worth saying to your friends that they would understand. I think that Jim Field Smith had a hard time with this because he couldn't decide if he wanted a romance or a comedy. I honestly think he needs to stick with the Burger King commercials. I think that this movie could have been better if the writers would have gone to a different director. The storyline of this movie is just like every other hot girl just OK guy love storyboring I think that it would have been better if it had more originality, but what a letdown nothing. I honesty would not recommend anyone go see this movie. I think that you would have more entertainment at the dentist than at this movie. So save yourself the agony and just don't see it.",negative
"Julia Stiles is a talented young actress, who with guidance from a reputable agent has a lot of potential. Obviously, the person who guided her into this travesty is not someone who cares anything about her career. I sat in the theater surrounded by teenagers who left in droves to find another movie to sneak into wondering who thought this movie would appeal to anyone. It was poorly written, the casting director could only have put 1 or 2 minutes of effort into the characters and the director obviously didn't care.",negative
"I only gave this nine stars instead of ten because i really don't approve of pornography all that much. pornography has a useful purpose in society(can't say i can always think of one)but it probably does.<br /><br />personal viewpoints set aside, i really thought this film was pretty funny. i didn't buy this movie because it was pornography, i bought it because i am one of those 'Alice' obsessives who will watch anything about 'Alice in Wonderland'. i own just about every version there is on DVD so it was an obvious choice to complete my DVD collection with this. i must admit i was scandalized beyond my expectations, and the whole thing would have been thoroughly offensive if it hadn't been so damned funny. besides, the music is really good and i like musicals.<br /><br />not everyone can make a good nudie musical. anyone that has seen 'The First Nudie Musical' knows what a stink-bomb that was. considering what a low budget Bill Osco worked with, 'Alice' is pretty remarkable as a musical(it's better than some musicals made on costly budgets).<br /><br />the film can't totally escape the dirtiness of porn. I usually watch the XXX version for full shock effect and some of those scenes are scandalizing(scandalizing because we are talking about Lewis Carroll). i found myself feeling very uncomfortable and embarrassed during the scene where 'Alice'(Kristine DeBell) starts masturbating. it made me feel like a voyeur. and the gratuitous lesbian scenes with 'Alice' and the kitty-cats were a bit too racey.<br /><br />the film has a great sense of humor about everything however. there is one especially funny moment during the Queen's orgy when one of the actresses gets up and says ""who do i have to F---K to get out of this movie?"". Hilarious.<br /><br />i'm not sure i buy the whole sex is good for you ball your brains out philosophy here, but sex is human, and nothing human disgust me.(i don't know if i really feel that way, but i couldn't resist saying it)some people think everything should be about sex. i dunno. Jeez, just show some frick'in responsibility and decorum. this movie definitely scores points for the sex-minded, but i wouldn't push your luck, next time you might really freak someone out. i mean we are dealing with children's literature here.",positive
"In the light of the recent typhoon that hit the country hard (that is, typhoon Ondoy), I thought it upon myself to re-watch ""Black Rain"" (1988, Japan), Shohei Imamura's haunting black-and-white masterpiece on the destruction and after-effects of the atomic bomb that hit Hiroshima in the closing period of the Second World War. The destruction and impact of both catastrophes (war and typhoon) may differ in degree and quality, but the trauma and scar (physically and psychologically) nevertheless are still there. <br /><br />It is a testament to a film's power that its images remain as potent and as indelible as when they were first seen. It is only that the difference now, in my case, is that watching those images has assumed a greater sense of poignancy and potency due to a first-hand experience of a near-monumental weather calamity. There is a sense of kinship, so to speak. <br /><br />Imamura has always been one of my favorite Japanese filmmakers. His films are always a pleasure to watch because of their anarchy, sensuality and earthiness:""The Pornographers:Introduction to Anthropology"" (1966), ""Eijanaika"" (1981), ""Warm Water Under a Red Bridge"" (2001), his two Palme d'Or-winners ""Ballad of Narayama"" (1983) and ""The Eel"" (1997), to name some. Given the mood of his films, who would have thought that he once served as an assistant director to Yasujiro Ozu, Japanese cinema's most austere and minimalist filmmaker? But then, it is Ozu's rigorous formality and domesticity that Imamura was rebelling against. <br /><br />But then again, with ""Black Rain"" one can unmistakably sense Ozu's imprints. The father (or the father-figure) being intent on seeing his daughter get married before time runs out on both of them, and the stillness and calmness of the scenes showing all members of the family together (notably, the dinner scenes or in Ozu's film lexicon, the tatami) are something that the revered master filmmaker would perennially explore in his works (""Tokyo Story"", ""Late Spring""). Essentially, the over-all subdued and deliberate quality of ""Black Rain"" is a remarkable contrast to the bacchanalian chaos and instinctual drive of Imamura's entire filmography.<br /><br />Still, this is not to say that watching the film would not be an altogether unsettling experience. ""Black Rain"", as aptly described by American film reviewer Leonard Maltin, is ""filled with haunting black-and-white images."" In the film's first 15 minutes, Imamura pulls no punches in showing the immediate and graphic horrors of the nuclear bombing, one after another (stiffly-burnt bodies, hanging flesh, walking dead, fires and debris everywhere, madness all over). An assault to the viewers' senses, definitely it is, coupled with Takashi Kawamata's somber b/w photography (he did the lensing in Yoshitaru Nomura's crime drama ""The Incident"") and Toru Takemitsu's chilling score (he did the music in such classics as Akira Kurosawa's ""Ran"" and Masahiro Shinoda's ""Double Suicide""). <br /><br />Even during the film's supposed ""tranquil"" phase (that is, five years after the atomic bombing), one can still never have a sense of contentment and order, with the uneasiness and pain still being strongly felt by the survivors, not only in terms of failing physical health, but more so in terms of psychological trauma and social stigma. The human race, it now indisputably appears, has been destined to bear the legacy of the Bomb, for as long as it lives. <br /><br />I already wrote a piece about ""Black Rain"" some years earlier (posted in IMDb.com), but only in comparison to Volker Schlondorff's magnificent ""Tin Drum"", another film dealing with monumental human folly and global catastrophe. Moreover, it has never been my practice to write twice about a film that I already wrote something about before. It is in the light of the recent weather calamity that devastated our country that I was prompted to re-visit and write something again about this remarkable Imamura film, as there is a wealth of lessons to be learned from both the film and the recent event in regards the imperfections and dangers of scientific knowledge and action, and the long-term scars and wounds inflicted by a wide- scale destruction (whether human- or nature-induced).<br /><br />There have been a number of films dealing with nuclear holocaust and destruction (""Testament"", ""Threads"", ""The War Game"", each situated within their own respective countries);and ""Black Rain"" stands among them, if not more so, for both its unapologetic and somber portrayal of individual and communal disintegration brought about by atomic devastation and the fact that it has a historical event as its basis.<br /><br />Few weeks from now, another disaster film from Hollywood, Roland Emmerich's ""2012"", will finally hit (no pun intended) the big screen. As we all know, this American director's bunch of ""disaster/apocalypse"" films--""Independence Day"", ""Godzilla"", ""The Day After Tomorrow""-- serves no other purpose than to be of mere entertainment value, with no real insight into the nature and wisdom of apocalyptic disaster and the human condition being affected. I wonder how this ""gigantic"" movie would exploit the trauma, disorientation and apprehensions still being experienced by our people because of the recent weather calamity. To say that this flick is a precautionary tale would probably be no more than an overstatement. <br /><br />But yes, I will still watch ""2012"".",positive
"Beware, My Lovely (1952) Dir: Harry Horner <br /><br />Production: The Filmmakers/RKO Radio Pictures<br /><br />Credulity-straining thriller from the pioneering producer team of Collier Young and Ida Lupino, aka The Filmmakers (with Lupino pitching in with some uncredited direction). <br /><br />Robert Ryan is the 'peril' and Ida Lupino is the 'woman' in this entry in the 'woman in peril' style film. Ryan plays Howard Wilton, a tightly-wound psychotic handyman drifter (noooo, Ryan? I know, hard to believe). Lupino is the lonely war widow, Helen Gordon, who hires Howard to do some work around her house. Things go downhill from there as Howard makes Helen a prisoner in her own home. <br /><br />Howard has a nasty secret, not that he could reveal it. You see, consciousness is a real challenge for him. Maintaining it, that is. He has an unfortunate habit of coming to and finding his employers dead. This is part of the film's problem. The nature of Howard's psychosis is so extreme that it is nearly impossible to believe that he's been free to roam from town to town unobstructed, even in the year 1918 (when the film is set). He can't remember anything that happened ten minutes ago. His violent, threatening, anti-social tendencies are set off by the smallest and most common of things (a young girl flirting, inadequacies involving the war, due to his being rejected for service). I don't know how he even made it past the interview with Helen. There are other implausibilities. If you were locked in your house with a madman, but nonetheless left on your own for periods of time, couldn't you figure out a way to escape? <br /><br />Ryan, I think, is defeated by the material. It feels like he's overplaying his hand. His series of tics and spasms and the tightly coiled bursts of dementia all have a been-there, done-that robotic feel to them. At this point in his career he'd probably played this character, to some degree, ten times and it shows. We are encouraged to empathize with Howard (I didn't) through shown bits of humanity, like him being stopped in his tracks by a music box and his relating to a group of children who won't judge him. Lupino just has to act frazzled and in distress, which she is more than capable of and does. <br /><br />The picture had one thing going for it; what would be the eventual resolution of the conflict? So naturally there was a disappointing ending that was abrupt and ineffective. <br /><br />Of slight interest was a recurring motif where the camera would catch Howard's reflection (in mirrors, water, Christmas tree decorations). This indicated something going on, or about to go on, in his head. Horner (1953's Vicki), who made his reputation in production design, does a fine job of making the house feel like a prison. Credit too, the always reliable RKO art department for the work on the house. In the end, sub-standard work from the principals, who all have much better films to their credit. <br /><br />*½ out of 4",negative
"Just had to write that one liner, but it really is. I love the gangster genre and this is the weakest entry I've seen in recent years . I have praises for everyone involved in most aspects except the most important one, the script . It is a weak story about a petty criminal. No amount of fine acting or black and white film styling can make up for a total lack of substance. I love Kevin Spacey and I hear he's gonna do another film about the general. My advice is don't waste your time.",negative
"Really, really bad. How does a film this bad get made? I kept waiting for some redeeming plot point, interesting camera work, or at least some gratuitous nudity but I got nothing. I had just watched Cabin Fever and I thought it was an train wreck (except for the nudity and Pancakes) but it looks like genius compared to this dreck. The best script doctor in the world couldn't have saved this putrid pile of of stinking poo.<br /><br />The only thing going for this ""film"" is that it ended.<br /><br />I've got a headache just thinking about this movie and trying to write something. Ugh! I'm glad I only paid $5 for it and it will soon end up in a landfill.",negative
"The 63 year reign of Queen Victoria is perhaps one of the most documented and popularly known historical reigns in British history. On the one hand, her story lacks the theatrics of earlier royals thanks to a change in social climate and attitudes, and on the other her story is one that perpetuates because it is notably human. Taking on the earlier years of her life where the budding romance between herself and the German Prince Albert was taking forefront, director Jean-Marc Vallée who has only until recently remained in the unbeknownst shadows of the industry here takes Victoria's story and captures that human element so vital to her legacy. It's a story that feels extremely humble considering its exuberant background, and yet that's partly what gives it a distinct edge here that separates it from the usual fare.<br /><br />Taking a very direct and focused approach that centres in on a brief five or so year period between her ascension and marriage to Albert, The Young Victoria does what so little period pieces of this nature offer. Instead of attempting a sprawling encapsulation of such a figure's entire life, Vallée instead opts to show one of the lesser known intricacies of Victoria's early years which are easily overlooked in favour of the more publicly known accolades. The result is a feature that may disgruntle historians thanks to its relatively flippant regards to facts and the like, yet never to let document get in the way of extracting a compelling story, writer Julian Fellowes sticks to his guns and delivers a slightly romanticised yet convincing portrayal. Vallée takes this and runs, making sure to fully capitalise on those elements with enough restraint to maintain integrity in regards to both the history involved and the viewer watching.<br /><br />A major part in the joy of watching The Young Victoria play out however simply lies in the production values granted here that bring early 1800's Regal Britain to life with a vigorous realism so rarely achieved quite so strikingly by genre films. Everything from the costume designs, sets, hair styles, lighting and photography accentuates the grandiose background inherent to Victoria's story without ever over-encumbering it. Indeed, while watching Vallée's interpretation come to life here it is very hard not to be sucked in solely through the aesthetics that permeates the visual element; and then there's the film's score also which works tremendously to further the very elegant yet personal tones that dominate Fellowes' script. Entwining the works of Schubert and Strauss into Victoria and Albert's story not only works as a point of reference for the characters to play with, but also melds to the work with an elegance and refrain that echoes composer Ilan Eshkeri's original work just as well.<br /><br />Yet for all the poignant compositions, lush backdrops and immaculate costumes that punctuate every scene, the single most important factor hereand indeed to most period dramasare the performances of the cast and how they help bring the world they exist in to life. Thankfully The Young Victoria is blessed with an equally immaculate ensemble of thespians both young and old that do a fantastic job of doing just that. Between the sweet, budding romance of Victoria (Emily Blunt) and Albert (Rupert Friend) and the somewhat antagonistic struggles of her advisors and the like (spearheaded by a terrific Mark Strong and Paul Bettany), the conflicts and warmth so prevalent to Fellowe's screenplay are conveyed perfectly here by all involved which helps keep the movie from being a plastic ""nice to look at but dim underneath"" affair so common with these outings.<br /><br />In the end, it's hard to fault a work such as The Young Victoria. It's got a perfectly touching and human sense of affection within its perfectly paced romance, plus some historical significance that plays as an intriguing source of interest for those in the audience keen on such details. Of course, it may not take the cinematic world by storm and there lacks a certain significance to its overall presence that stops it from ever becoming more than just a poignantly restrained romantic period drama; yet in a sense this is what makes it enjoyable. Vallée never seems to be striving for grandeur, nor does he seem content at making a run-of-the-mill escapist piece for aficionados. Somewhere within this gray middle-ground lies The Young Victoria, sure to cater to genre fans and those a little more disillusioned by the usual productions; beautiful, memorable but most of all, human.<br /><br />- A review by Jamie Robert Ward (http://www.invocus.net)",positive
